x	y	z	Interconversion of nucleotide di- and triphosphates
239	272	24	1
240	277	24	1
235	278	24	1
244	287	24	1
251	287	24	1
246	289	24	1
231	264	25	2
238	270	25	1
237	275	25	1
238	275	25	1
232.5	276.5	25.5	1
237	277	25	1
233	278	25	1
234	279	25	1
238	279	25	1
247	279	25	1
243	281	25	1
248	281	25	1
231	282	25	1
245	282	25	1
247	282	25	1
248	282	25	1
230	283	25	1
232	283	25	1
234	284	25	1
248	285	25	1
234	286	25	1
236	286	25	2
254	286	25	1
245	287	25	1
246	287	25	1
244	289	25	1
237	290	25	1
239	291	25	1
242	291	25	1
227	292	25	1
247	293	25	2
245	295	25	1
238	300	25	1
240	300	25	2
176	259	26	1
232	263	26	1
230	264	26	1
230	267	26	1
241	267	26	1
241	268	26	1
234	270	26	1
237	270	26	1
229	271	26	1
215	272	26	1
234	272	26	1
231	273	26	1
238	276	26	1
239	276	26	1
234	277	26	1
239	277	26	1
249	277	26	1
236	278	26	1
232	279	26	1
233	279	26	1
239	279	26	1
249	279	26	1
250	279	26	1
236	280	26	1
241	280	26	1
250	280	26	1
239	281	26	2
237	282	26	1
247	282	26	1
250	282	26	1
251	282	26	1
243	283	26	1
254	283	26	1
215	284	26	1
233	284	26	1
237	284	26	1
211	285	26	1
214	285	26	1
250	285	26	1
238	286	26	1
228	287	26	1
236	287	26	1
239	287	26	1
247	287	26	1
248	287	26	1
252	287	26	1
248	288	26	1
250	288	26	1
253	288	26	1
233	289	26	1
234	289	26	1
248	289	26	1
225	290	26	1
228	290	26	1
236	291	26	1
238	291	26	1
245	291	26	1
249	291	26	1
250	291	26	1
238	292	26	1
239	293	26	1
240	293	26	1
247	293	26	1
253	293	26	1
239	294	26	1
246	294	26	1
237	295	26	2
240	295	26	1
242	295	26	1
245	295	26	1
239	296	26	1
240	296	26	1
236	299	26	1
181	258	27	1
180	259	27	1
232	259	27	1
184	260	27	1
185	260	27	1
186	260	27	1
185	261	27	1
235	261	27	1
186	262	27	1
227	262	27	1
229	262	27	1
178	263	27	1
183	263	27	1
230	263	27	1
232	263	27	1
236	263	27	1
244	263	27	1
209	264	27	1
219	264	27	1
228	264	27	1
231	264	27	1
184	265	27	1
189	265	27	1
225	265	27	1
236	265	27	1
215	266	27	1
217	266	27	1
221	266	27	1
228	266	27	1
233	266	27	1
182	267	27	1
239	267	27	1
250	267	27	2
213	268	27	1
223	268	27	1
225	268	27	1
226	268	27	1
232	268	27	1
236	268	27	1
237	268	27	1
239	268	27	1
240	268	27	1
248	268	27	1
201	269	27	1
205	269	27	1
207	269	27	1
224	269	27	1
229	269	27	1
240	269	27	1
242	269	27	1
181	270	27	1
221	270	27	1
230	270	27	1
240	270	27	1
248	270	27	1
177	271	27	1
182	271	27	1
206	271	27	1
222	271	27	1
179	272	27	1
223	272	27	1
229	272	27	1
241	272	27	1
251	272	27	1
205	273	27	1
213	273	27	1
215	273	27	1
240	273	27	1
177	274	27	1
206	274	27	1
207	274	27	1
213	274	27	1
228	274	27	1
229	274	27	1
232	274	27	1
233	274	27	1
236	274	27	1
247	274	27	1
250	274	27	1
252	274	27	1
206	275	27	1
216	275	27	1
232	275	27	1
235	275	27	2
236	275	27	1
238	275	27	1
247	275	27	1
204	276	27	1
208	276	27	1
232	276	27	1
238	276	27	1
244	276	27	1
246	276	27	1
210	277	27	1
218	277	27	1
220	277	27	1
224	277	27	1
231	277	27	1
245	277	27	1
249	277	27	1
203	278	27	2
206	278	27	1
230	278	27	1
233	278	27	1
244	278	27	1
248	278	27	1
230	279	27	1
232	279	27	1
242	279	27	1
205	280	27	1
250	280	27	1
217	281	27	1
228	281	27	1
236	281	27	1
243	281	27	1
244	281	27	2
249	281	27	1
205	282	27	1
206	282	27	1
209	282	27	1
242	282	27	1
248	282	27	1
250	282	27	1
215	283	27	1
221	283	27	1
231	283	27	1
232	283	27	1
234	283	27	1
254	283	27	1
243	284	27	1
256	284	27	1
211	285	27	1
220	285	27	1
240	285	27	1
242	285	27	1
249	285	27	1
214	286	27	1
222	286	27	1
225	286	27	1
236	286	27	1
244	286	27	1
246	286	27	1
252	286	27	1
255	286	27	1
256	286	27	1
221	287	27	1
223	287	27	1
242	287	27	1
252	287	27	1
235	288	27	1
242	288	27	1
247	288	27	1
222	289	27	1
223	289	27	1
224	289	27	1
230	289	27	1
232	289	27	2
240	289	27	1
241	289	27	1
242	289	27	2
251	289	27	1
219	290	27	1
225	290	27	1
230	290	27	1
211	291	27	1
236	291	27	1
212	292	27	1
218	292	27	1
227	292	27	1
253	292	27	1
254	292	27	1
221	293	27	2
234	293	27	1
238	293	27	1
242	293	27	1
250	293	27	1
253	293	27	1
256	293	27	1
219	294	27	1
231	294	27	1
235	294	27	3
245	294	27	1
251	294	27	1
211	295	27	1
218	295	27	1
244	295	27	2
211	296	27	1
220	296	27	1
238	296	27	1
240	296	27	1
246	296	27	1
252	296	27	1
255	296	27	1
221	297	27	1
237	297	27	1
246	297	27	1
223	298	27	1
244	298	27	1
236	299	27	1
242	299	27	1
249	299	27	1
236	300	27	1
234	301	27	1
238	301	27	1
241	301	27	2
247	301	27	1
236	302	27	1
238	302	27	1
239	302	27	1
244	304	27	2
231	264	28	1
232	266	28	1
231	268	28	1
237	268	28	1
250	270	28	1
233	272	28	1
234	272	28	1
250	272	28	1
232	274	28	1
234	274	28	1
237	276	28	1
237	278	28	1
248	279	28	1
210	281	28	1
247	282	28	2
247	283	28	1
239	285	28	1
242	285	28	1
246	289	28	1
245	290	28	1
241	291	28	1
222	292	28	1
248	292	28	1
240	293	28	1
249	293	28	1
241	295	28	1
242	295	28	1
248	295	28	3
240	298	28	1
240	299	28	1
188	259	29	2
238	259	29	1
187	261	29	1
226	261	29	1
227	262	29	1
229	262	29	1
248	262	29	1
248	263	29	1
181	265	29	1
228	266	29	1
229	266	29	1
245	266	29	1
193	267	29	1
197	267	29	1
232	267	29	1
194	268	29	1
237	268	29	1
239	268	29	1
249	269	29	1
227	270	29	1
232	270	29	1
250	270	29	1
182	271	29	1
204	271	29	1
234	271	29	1
242	271	29	1
214	272	29	1
224	272	29	1
234	272	29	1
239	272	29	1
245	272	29	1
239	274	29	1
240	274	29	1
215	275	29	1
204	276	29	1
246	276	29	1
250	276	29	1
205	277	29	1
236	277	29	1
236	278	29	1
245	278	29	1
247	278	29	1
236	279	29	1
247	279	29	2
248	279	29	1
233	280	29	2
237	280	29	1
241	280	29	1
208	281	29	1
237	281	29	1
235	282	29	1
244	282	29	1
245	282	29	1
249	282	29	1
233	283	29	1
238	283	29	1
238	284	29	1
241	284	29	1
234	285	29	1
247	285	29	1
211	286	29	1
234	286	29	1
235	286	29	1
236	286	29	1
249	286	29	1
240	288	29	1
241	288	29	1
243	288	29	1
244	288	29	1
246	288	29	1
225	289	29	1
236	289	29	1
243	289	29	1
245	289	29	1
254	289	29	1
227	290	29	1
239	290	29	1
239	291	29	1
240	291	29	1
249	291	29	1
242	292	29	1
225	293	29	1
241	294	29	1
220	295	29	2
223	295	29	1
241	295	29	1
245	295	29	1
246	296	29	1
238	297	29	1
245	297	29	1
246	297	29	1
247	297	29	1
215	298	29	1
242	298	29	1
222	299	29	1
239	299	29	1
226	300	29	1
230	301	29	1
224	302	29	1
235	302	29	1
231	253	30	1
232	253	30	1
235	254	30	1
215	255	30	2
229	255	30	1
230	255	30	1
232	256	30	1
233	256	30	1
230	257	30	1
176	258	30	1
228	258	30	1
229	259	30	1
234	259	30	1
237	259	30	1
186	260	30	1
206	260	30	1
219	260	30	1
237	260	30	1
238	260	30	1
187	261	30	1
218	261	30	1
224	261	30	1
178	262	30	1
225	262	30	1
233	262	30	1
186	263	30	2
210	263	30	2
240	263	30	1
186	264	30	2
195	264	30	1
222	264	30	1
245	264	30	2
191	265	30	1
193	265	30	1
200	265	30	2
224	265	30	1
229	265	30	1
214	266	30	1
219	266	30	1
176	267	30	1
183	267	30	1
189	267	30	1
196	267	30	1
208	267	30	1
219	267	30	1
236	267	30	1
231	268	30	1
235	268	30	1
241	268	30	1
182	269	30	1
193	269	30	1
194	269	30	1
204	269	30	1
214	269	30	1
235	269	30	1
239	269	30	1
252	269	30	2
187	270	30	1
195	270	30	1
205	270	30	1
188	271	30	1
204	271	30	1
234	271	30	1
179	272	30	1
240	272	30	2
245	272	30	1
203	273	30	1
204	273	30	1
210	273	30	1
213	273	30	1
235	273	30	1
239	273	30	1
211	274	30	1
234	274	30	1
244	274	30	1
180	275	30	1
236	275	30	1
237	275	30	1
242	275	30	1
244	275	30	1
238	276	30	1
248	276	30	1
180	277	30	1
250	277	30	1
190	278	30	1
208	278	30	1
226	278	30	1
238	278	30	1
248	278	30	1
219	280	30	1
232	280	30	1
217	281	30	1
223	281	30	1
240	281	30	1
241	281	30	1
251	281	30	1
177	282	30	1
181	282	30	1
187	282	30	1
252	282	30	1
220	283	30	1
232	283	30	2
234	283	30	1
239	283	30	1
240	283	30	1
242	283	30	1
250	283	30	1
252	283	30	1
181	284	30	1
220	284	30	1
230	284	30	1
236	284	30	1
254	284	30	1
220	285	30	1
224	285	30	1
225	285	30	2
232	285	30	1
242	285	30	1
180	286	30	1
224	286	30	1
231	286	30	1
241	286	30	1
245	286	30	1
228	287	30	1
234	287	30	1
237	287.5	30.5	1
244	287	30	1
248	287	30	2
252	287	30	1
225	288	30	1
231	288	30	1
236	288	30	1
237	288	30	1
244	288	30	1
184	289	30	1
228	289	30	1
246	289	30	1
198	290	30	1
225	290	30	1
226	290	30	1
240	290	30	1
244	290	30	1
222	291	30	1
238	291	30	3
239	291	30	1
242	291	30	1
249	291	30	1
194	292	30	1
198	292	30	2
241	292	30	1
222	293	30	1
234	293	30	1
249	293	30	1
250	293	30	1
210	294	30	2
220	294	30	1
243	294	30	1
251	294	30	1
221	295	30	1
229	295	30	1
234	295	30	1
252	295	30	1
253	295	30	1
220	296	30	1
226	296	30	2
237	296	30	1
239	296	30	1
241	296	30	1
242	296	30	1
239	297	30	1
250	297	30	1
229	298	30	1
245	298	30	1
251	298	30	1
215	299	30	1
216	299	30	1
218	299	30	1
221	299	30	1
230	299	30	1
231	299	30	1
244	299	30	2
223	300	30	1
226	300	30	1
240	300	30	1
244	300	30	1
249	300	30	1
223	301	30	1
238	301	30	1
247	301	30	1
248	301	30	1
231	302	30	1
237	302	30	1
239	302	30	1
240	302	30	1
235	304	30	1
238	304	30	2
223	305	30	1
233	305	30	1
238	305	30	1
240	306	30	2
235	250	31	2
215	251	31	1
193	253	31	1
225	253	31	1
232	253	31	1
238	253	31	2
232	254	31	1
234	255	31	2
238	255	31	1
202	257	31	1
232	257	31	1
237	257	31	1
188	258	31	1
205	258	31	1
228	258	31	1
191	260	31	1
195	260	31	1
216	260	31	1
231	260	31	1
235	260	31	1
245	260	31	2
188	261	31	1
211	261	31	1
226	261	31	2
230	261	31	1
235	261	31	2
216	262	31	2
236	262	31	1
249	262	31	1
193	263	31	1
217	263	31	1
218	263	31	1
226	263	31	1
228	263	31	1
238	263	31	1
240	263	31	1
249	263	31	2
178	264	31	1
184	264	31	1
194	264	31	1
195	264	31	1
209	264	31	1
221	264	31	1
234	264	31	1
240	264	31	1
232	265	31	1
233	265	31	1
235	265	31	1
239	265	31	1
243	265	31	1
250	265	31	1
189	266	31	2
191	266	31	1
193	266	31	1
197	266	31	1
236	266	31	1
245	266	31	1
248	266	31	1
186	267	31	1
223	267	31	1
227	267	31	1
233	267	31	1
195	268	31	1
225	268	31	1
231	268	31	1
199	269	31	1
204	269	31	2
232	269	31	1
249	269	31	1
252	269	31	1
173	270	31	1
196	270	31	1
212	270	31	1
231	270	31	1
240	270	31	1
248	270	31	1
182	271	31	1
226	271	31	1
231	271	31	1
246	271	31	1
247	271	31	1
249	271	31	1
211	272	31	1
181	273	31	1
209	273	31	1
211	273	31	1
213	273	31	1
214	273	31	1
248	273	31	2
249	273	31	1
180	274	31	1
185	274	31	2
226	274	31	1
250	274	31	1
176	276	31	1
181	276	31	1
239	276	31	1
240	276	31	1
243	276	31	2
244	276	31	1
252	276	31	1
234	277	31	1
240	277	31	2
245	277	31	1
208	278	31	1
224	278	31	1
246	278	31	1
207	279	31	1
234	279	31	1
244	279	31	1
205	280	31	1
232	280	31	1
223	281	31	1
251	281	31	1
254	281	31	1
180	282	31	2
181	282	31	1
219	282	31	1
241	282	31	1
224	283	31	2
232	283	31	1
239	283	31	1
240	283	31	2
246	283	31	1
253	283	31	1
212	284	31	1
222	284	31	1
256	284	31	1
220	285	31	1
222	285	31	1
224	285	31	1
225	285	31	1
231	285	31	1
235	285	31	1
238	285.5	31.5	1
255	285	31	1
204	286	31	2
238	286	31	1
240	286	31	1
219	287	31	1
223	287	31	2
226	287	31	1
237	287	31	1
239	287	31	1
252	287	31	1
231	288	31	1
224	289	31	1
225	289	31	1
233	289	31	1
247	289	31	1
232	290	31	1
237	290	31	1
242	290	31	2
247	290	31	2
248	290	31	1
250	290	31	1
228	291	31	1
242	291	31	1
255	291	31	1
199	292	31	1
238	292	31	1
251	292	31	1
253	292	31	1
256	292	31	1
222	294	31	1
227	294	31	1
228	294	31	1
237	294	31	1
246	294	31	1
247	294	31	1
251	294	31	1
198	295	31	1
234	295	31	1
248	295	31	1
199	296	31	1
224	296	31	1
235	296	31	1
236	296	31	2
246	296	31	1
226	297	31	1
230	297	31	1
234	297	31	1
243	297	31	1
252	297	31	1
205	298	31	1
252	298	31	1
248	299	31	1
251	299	31	1
238	300	31	1
250	300	31	1
227	301	31	1
232	301	31	1
237	301	31	1
245	301	31	1
246	301	31	2
220	302	31	1
222	302	31	1
239	302	31	1
242	302	31	1
244	302	31	1
243	303	31	1
246	303	31	1
234	305	31	1
242	305	31	1
233	306	31	2
214	253	32	1
232	253	32	1
223	254	32	1
226	254	32	1
188	255	32	1
