x	y	z	Mitochondrial protein import
183.039773122643	289.659001437601	35.0807824929564	1
127	222	20	1
132	222	20	1
138	223	20	1
175	223	20	2
133	224	20	1
134	224	20	1
155	224	20	1
167	224	20	1
172	224	20	1
176	224	20	1
135	225	20	1
141	225	20	1
153	225	20	1
176	225	20	2
139	226	20	1
156	226	20	1
172	226	20	2
160	227	20	1
112	228	20	2
132	228	20	2
151	228	20	1
157	228	20	1
179	228	20	1
115	229	20	1
126	229	20	1
127	230	20	1
173	230	20	1
186	230	20	3
204	230	20	1
116	231	20	1
121	231	20	4
132	231	20	1
149	231	20	1
199	231	20	1
135	232	20	1
142	232	20	2
146	232	20	1
143	233	20	1
152	233	20	1
170	233	20	2
214	233	20	1
114	234	20	1
132	234	20	3
154	234	20	1
126	235	20	1
129	235	20	1
135	235	20	1
136	235	20	1
143	235	20	2
145	235	20	1
151	235	20	1
158	235	20	1
206	235	20	3
218	235	20	1
220	235	20	1
127	236	20	2
139	236	20	1
141	236	20	2
146	236	20	1
154	236	20	1
163	236	20	1
129	237	20	1
135	237	20	2
146	237	20	1
147	237	20	2
151	237	20	1
202	237	20	4
220	237	20	1
222	237	20	2
117	238	20	1
140	238	20	1
143	238	20	2
158	238	20	3
192	238	20	3
213	238	20	1
139	239	20	1
144	239	20	1
160	239	20	2
165	239	20	1
172	239	20	2
183	239	20	2
215	239	20	1
230	239	20	1
126	240	20	3
131	240	20	1
132	240	20	1
147	240	20	1
149	240	20	1
160	240	20	2
214	240	20	1
216	240	20	1
239	240	20	2
108	241	20	1
129	241	20	1
138	241	20	1
141	241	20	1
145	241	20	1
121	242	20	1
123	242	20	1
128	242	20	1
116	243	20	1
124	243	20	2
130	243	20	1
140	243	20	1
141	243	20	1
118	244	20	1
123	244	20	2
126	244	20	1
134	244	20	1
145	244	20	1
155	244	20	1
183	244	20	1
210	244	20	1
214	244	20	1
108	245	20	1
121	245	20	1
169	245	20	2
183	245	20	1
117	246	20	2
122	246	20	1
130	246	20	1
237	246	20	1
240	246	20	1
139	247	20	1
175	248	20	1
190	248	20	3
210	248	20	1
222	248	20	1
233	248	20	1
194	249	20	1
121	250	20	1
131	250	20	2
155	250	20	1
162	250	20	1
172	250	20	1
101	251	20	1
133	251	20	2
251	251	20	1
118	252	20	1
161	252	20	1
175	252	20	2
207	252	20	1
218	252	20	1
122	253	20	1
139	253	20	1
194	253	20	2
222	253	20	2
231	253	20	1
252	253	20	1
148	254	20	1
180	254	20	1
183	254	20	1
197	254	20	2
226	254	20	1
228	254	20	1
121	255	20	1
143	255	20	3
149	255	20	1
197	255	20	2
207	255	20	1
232	255	20	1
246	255	20	1
251	255	20	1
113	256	20	1
145	256	20	1
198	256	20	1
204	256	20	2
205	256	20	2
241	256	20	1
262	256	20	1
134	257	20	1
159	257	20	1
162	257	20	1
164	257	20	1
171	257	20	1
175	257	20	1
197	257	20	2
232	257	20	1
251	257	20	1
255	257	20	2
258	257	20	1
265	257	20	1
132	258	20	3
175	258	20	1
176	258	20	1
232	258	20	1
233	258	20	1
145	259	20	1
197	259	20	1
201	259	20	1
229	259	20	1
108	260	20	1
127	260	20	1
142	260	20	1
147	260	20	1
157	260	20	1
158	260	20	1
141	261	20	2
156	261	20	2
163	261	20	2
207	261	20	1
118	262	20	1
124	262	20	1
144	262	20	2
152	262	20	1
170	262	20	1
230	262	20	1
166	263	20	1
191	263	20	1
207	263	20	1
210	263	20	1
229	263	20	4
265	263	20	1
105	264	20	1
126	264	20	2
168	264	20	1
187	264	20	1
220	264	20	1
249	264	20	1
147	265	20	1
163	265	20	1
176	265	20	1
190	265	20	1
117	266	20	2
120	266	20	2
129	266	20	1
132	266	20	1
136	266	20	1
158	266	20	3
170	266	20	1
172	266	20	1
179	266	20	1
197	266	20	1
211	266	20	1
251	266	20	1
118	267	20	1
160	267	20	2
168	267	20	3
113	268	20	3
146	268	20	1
157	268	20	1
167	268	20	1
209	268	20	2
213	268	20	2
255	268	20	1
107	269	20	2
112	269	20	1
118	269	20	2
130	269	20	1
132	269	20	1
140	269	20	2
147	269	20	1
151	269	20	1
165	269	20	2
214	269	20	1
246	269	20	1
113	270	20	2
114	270	20	2
115	270	20	1
156	270	20	2
166	270	20	1
210	270	20	1
226	270	20	2
118	271	20	1
145	271	20	2
152	271	20	1
164	271	20	1
165	271	20	1
167	271	20	1
222	271	20	1
266	271	20	1
113	272	20	2
119	272	20	2
120	272	20	1
125	272	20	1
135	272	20	1
154	272	20	1
168	272	20	1
169	272	20	1
255	272	20	1
260	272	20	1
123	273	20	2
152	273	20	1
165	273	20	1
170	273	20	1
122	274	20	1
169	274	20	2
185	274	20	1
197	274	20	1
214	274	20	2
230	274	20	2
131	275	20	1
148	275	20	1
169	275	20	1
172	275	20	1
174	275	20	1
226	275	20	1
268	275	20	1
110	276	20	1
130	276	20	1
137	276	20	1
142	276	20	1
155	276	20	1
157	276	20	2
170	276	20	1
174	276	20	1
180	276	20	2
221	276	20	1
222	276	20	1
258	276	20	4
266	276	20	1
130	277	20	1
140	277	20	1
171	277	20	2
220	277	20	1
226	277	20	4
227	277	20	1
260	277	20	1
129	278	20	1
137	278	20	1
152	278	20	1
168	278	20	1
170	278	20	1
176	278	20	1
208	278	20	1
227	278	20	1
256	278	20	1
120	279	20	3
171	279	20	1
186	279	20	1
200	279	20	1
217	279	20	1
224	279	20	1
232	279	20	1
234	279	20	1
108	280	20	1
109	280	20	2
132	280	20	3
172	280	20	1
173	280	20	1
193	280	20	1
224	280	20	1
131	281	20	1
134	281	20	1
142	281	20	1
168	281	20	1
169	281	20	1
176	281	20	1
216	281	20	1
227	281	20	1
149	282	20	1
158	282	20	1
172	282	20	1
181	282	20	1
203	282	20	3
130	283	20	1
161	283	20	2
165	283	20	2
190	283	20	2
217	283	20	1
272	283	20	1
163	284	20	1
186	284	20	1
228	284	20	1
137	285	20	1
145	285	20	1
157	285	20	1
205	285	20	2
210	285	20	1
218	285	20	2
223	285	20	1
230	285	20	1
268	285	20	1
133	286	20	1
151	286	20	1
164	286	20	1
225	286	20	1
271	286	20	2
198	287	20	1
224	287	20	1
113	288	20	1
162	288	20	2
170	288	20	2
196	288	20	1
218	288	20	2
223	288	20	2
230	288	20	2
124	289	20	1
149	289	20	1
164	289	20	1
221	289	20	1
224	289	20	1
140	290	20	1
189	290	20	2
226	290	20	1
259	290	20	2
106	291	20	2
117	291	20	1
262	291	20	1
104	292	20	1
129	292	20	3
131	292	20	1
140	292	20	1
157	292	20	2
173	292	20	1
205	292	20	3
207	292	20	1
217	292	20	1
236	292	20	1
237	292	20	1
242	292	20	1
244	292	20	2
265	292	20	1
106	293	20	1
117	293	20	1
133	293	20	1
142	293	20	2
161	293	20	1
219	293	20	1
225	293	20	2
177	294	20	1
180	294	20	1
199	294	20	1
209	294	20	1
214	294	20	4
216	294	20	1
219	294	20	1
136	295	20	1
189	295	20	1
198	295	20	1
136	296	20	1
145	296	20	2
157	296	20	1
162	296	20	1
163	296	20	1
202	296	20	1
212	296	20	1
216	296	20	1
133	297	20	1
161	297	20	1
249	297	20	1
268	297	20	1
123	298	20	1
159	298	20	1
177	298	20	2
189	298	20	1
203	298	20	1
237	298	20	1
246	298	20	1
269	298	20	1
129	299	20	1
156	299	20	1
207	299	20	2
235	299	20	1
243	299	20	1
257	299	20	1
270	299	20	1
253	300	20	1
118	301	20	1
133	301	20	3
155	301	20	1
159	301	20	1
166	301	20	2
186	301	20	1
216	301	20	1
250	301	20	1
268	301	20	1
114	302	20	1
126	302	20	1
187	302	20	2
219	302	20	1
127	303	20	2
150	303	20	2
187	303	20	1
194	303	20	1
96	304	20	2
185	304	20	1
209	304	20	1
236	304	20	1
206	305	20	2
208	305	20	1
223	305	20	1
237	305	20	1
252	305	20	2
136	306	20	1
146	306	20	2
182	306	20	1
191	306	20	1
241	306	20	2
246	306	20	1
100	307	20	1
124	307	20	1
158	307	20	2
177	307	20	1
227	307	20	1
234	307	20	2
186	308	20	1
205	308	20	1
208	308	20	1
