x	y	z	tRNA processing
244	284	21	4
239	272	24	1
235	278	24	1
239	278	24	1
239	287	24	2
244	287	24	1
245	287	24	1
246	287	24	1
251	287	24	2
249	288	24	2
248	289	24	1
249	289	24	2
244	291	24	1
231	264	25	1
233	269	25	1
238	270	25	2
234	271	25	2
227	272	25	1
238	272	25	1
239	272	25	1
235	273	25	1
236	273	25	1
230	274	25	2
231	274	25	1
236	275	25	1
232.5	276.5	25.5	1
233	276	25	2
235	276	25	2
239	276	25	1
240	276	25	1
231	277	25	1
232	277	25	1
233	277	25	2
237	277	25	2
247	277	25	2
232	278	25	1
233	278	25	2
239	278	25	1
231	279	25	1
233	279	25	2
235	279	25	1
237	279	25	1
239	279	25	1
232	280	25	2
234	280	25	1
236	280	25	1
241	280	25	1
234	281	25	1
237	281	25	1
241	281	25	1
243	281	25	1
232	282	25	1
234	282	25	1
238	282	25	2
239	282	25	1
240	282	25	1
248	282	25	2
249	282	25	1
231	283	25	1
232	283	25	1
235	283	25	1
236	283	25	1
237	283	25	2
239	283	25	1
240	283	25	2
243	283	25	1
247	283	25	2
213	284	25	1
234	284	25	1
237	284	25	1
242	284	25	1
243	284	25	1
247	284	25	1
250	284	25	3
252	284	25	1
235	285	25	2
238	285	25	1
239	285	25	1
241	285	25	1
248	285	25	1
250	285	25	2
252	285	25	1
253	285	25	3
218	286	25	1
232	286	25	1
234	286	25	1
242	286	25	1
250	286	25	2
254	286	25	2
223	287	25	1
245	287	25	1
246	287	25	3
249	287	25	1
224	288	25	1
235	288	25	1
226	289	25	1
234	289	25	1
235	289	25	3
236	289	25	1
241	289	25	1
242	289	25	1
248.5	289.5	25.5	1
225	290	25	2
234	290	25	1
235	290	25	1
244	290	25	1
226	291	25	2
234	291	25	1
239	291	25	2
240	291	25	1
241	291	25	2
242	291	25	1
245	291	25	1
251	291	25	1
235	292	25	2
239	292	25	1
243	292	25	1
244	292	25	1
239	293	25	1
241	294	25	1
243	294	25	1
244	294	25	1
246	294	25	1
234	295	25	1
237	295	25	2
240	295	25	1
241	295	25	1
243	295	25	1
245	295	25	1
238	296	25	1
239	296	25	1
242	296	25	2
244	296	25	1
246	296	25	1
247	296	25	2
239	297	25	1
243	297	25	1
243	299	25	1
176	259	26	1
215	265	26	2
232	265	26	1
234	265	26	1
237	266	26	1
230	267	26	1
235	267	26	1
241	267	26	2
229	269	26	1
236	269	26	1
237	269	26	1
227	270	26	1
233	270	26	1
234	270	26	1
236	270	26	2
250	270	26	3
235	271	26	2
240	271	26	1
215	272	26	1
223	272	26	1
230	272	26	3
232	272	26	1
234	272	26	1
236	273	26	1
237	273	26	3
239	273	26	1
236	274	26	1
232	275	26	1
236	275	26	1
239	275	26	1
248	275	26	2
249	275	26	1
231	276	26	1
232	276	26	1
233	276	26	1
234	276	26	1
235	276	26	1
244	276	26	1
250	276	26	1
231	277	26	2
234	277	26	1
235	277	26	1
236	277	26	2
240	277	26	1
232	278	26	3
233	278	26	1
235	278	26	1
236	278	26	1
237	278	26	1
239	278	26	1
232	279	26	1
236	279	26	1
240	279	26	1
246	279	26	2
248	279	26	1
208	280	26	1
230	280	26	1
232	280	26	1
236	280	26	1
240	280	26	1
241	280	26	1
242	280	26	1
247	280	26	2
217	281	26	1
230	281	26	1
231	281	26	1
232	281	26	1
235	281	26	2
236	281	26	2
249	281	26	1
250	281	26	1
208	282	26	1
209	282	26	1
212	282	26	1
229	282	26	3
233	282	26	1
234	282	26	3
240	282	26	2
245	282	26	1
246	282	26	1
247	282	26	3
250	282	26	1
209	283	26	1
233	283	26	2
234	283	26	2
248	283	26	1
251	283	26	1
253	283	26	1
232	284	26	1
236	284	26	1
237	284	26	1
241	284	26	1
242	284	26	1
243	284	26	2
245	284	26	1
211	285	26	1
232	285	26	1
236	285	26	1
240	285	26	1
245	285	26	1
250	285	26	2
216	286	26	1
232	286	26	1
236	286	26	1
240	286	26	2
246	286	26	2
249	286	26	1
250	286	26	1
253	286	26	1
254	286	26	2
224	287	26	1
234	287	26	1
236	287	26	2
247	287	26	1
248	287	26	1
235	288	26	1
240	288	26	1
248	288	26	1
249	288	26	1
250	288	26	1
223	289	26	2
234	289	26	1
236	289	26	1
237	289	26	1
242	289	26	1
225	290	26	1
240	290	26	2
242	290	26	1
243	290	26	1
244	290	26	2
250	290	26	2
222	291	26	1
226	291	26	2
235	291	26	1
245	291	26	1
246	291	26	2
250	291	26	1
225	292	26	1
226	292	26	2
240	292	26	2
250	292	26	1
225	293	26	1
236	293	26	1
237	293	26	2
238	293	26	1
240	293	26	1
244	293	26	2
245	293	26	2
247	293	26	2
253	293	26	1
242	294	26	1
243	294	26	1
245	294	26	1
234	295	26	1
254	295	26	1
239	296	26	2
241	296	26	2
239	297	26	1
240	297	26	1
244	297	26	1
245	297	26	1
246	297	26	1
235	298	26	2
246	298	26	1
239	299	26	1
236	300	26	1
227	301	26	2
182	255	27	1
184	255	27	1
183	257	27	1
184	258	27	1
215	258	27	1
232	258	27	1
180	259	27	1
188	259	27	1
226	259	27	2
228	259	27	1
229	259	27	2
232	259	27	1
181	260	27	1
226	260	27	1
227	260	27	2
228	260	27	1
234	260	27	1
177	261	27	1
180	261	27	1
181	261	27	1
183	261	27	2
220	261	27	2
228	261	27	2
229	261	27	1
231	261	27	1
235	261	27	1
184	262	27	1
229	262	27	3
236	262	27	3
239	262	27	1
178	263	27	1
181	263	27	1
183	263	27	1
230	263	27	1
231	263	27	1
233	263	27	1
235	263	27	1
236	263	27	2
244	263	27	3
186	264	27	2
222	264	27	3
224	264	27	1
231	264	27	2
232	264	27	2
240	264	27	1
248	264	27	1
181	265	27	2
231	265	27	1
233	265	27	1
234	265	27	1
235	265	27	1
238	265	27	1
179	266	27	2
201	266	27	2
224	266	27	2
226	266	27	1
230	266	27	1
231	266	27	1
233	266	27	1
235	266	27	1
179	267	27	1
215	267	27	1
217	267	27	1
226	267	27	2
228	267	27	1
230	267	27	1
233	267	27	2
234	267	27	1
235	267	27	1
236	267	27	1
240	267	27	2
241	267	27	2
250	267	27	1
207	268	27	1
213	268	27	2
214	268	27	1
219	268	27	1
222	268	27	2
223	268	27	1
226	268	27	1
227	268	27	1
230	268	27	1
235	268	27	1
239	268	27	2
240	268	27	1
241	268	27	1
243	268	27	2
247	268	27	1
248	268	27	3
177	269	27	1
178	269	27	3
205	269	27	1
213	269	27	2
224	269	27	1
225	269	27	1
228	269	27	2
231	269	27	1
232	269	27	1
233	269	27	1
234	269	27	1
235	269	27	1
236	269	27	2
238	269	27	3
243	269	27	1
252	269	27	2
184	270	27	2
192	270	27	1
217	270	27	1
226	270	27	1
230	270	27	1
231	270	27	2
237	270	27	1
248	270	27	1
250	270	27	1
177	271	27	1
178	271	27	1
206	271	27	1
216	271	27	1
217	271	27	1
230	271	27	1
233	271	27	1
235	271	27	3
236	271	27	1
240	271	27	1
242	271	27	1
247	271	27	2
179	272	27	1
203	272	27	2
204	272	27	1
205	272	27	1
206	272	27	2
214	272	27	1
216	272	27	1
220	272	27	1
222	272	27	1
227	272	27	1
228	272	27	1
229	272	27	2
230	272	27	2
231	272	27	1
234	272	27	2
235	272	27	3
236	272	27	1
237	272	27	1
238	272	27	1
240	272	27	1
247	272	27	2
203	273	27	1
205	273	27	1
210	273	27	4
211	273	27	1
212	273	27	1
217	273	27	1
220	273	27	1
229	273	27	2
232	273	27	2
234	273	27	2
239	273	27	1
241	273	27	1
247	273	27	2
248	273	27	1
203	274	27	2
204	274	27	3
208	274	27	3
209	274	27	1
214	274	27	1
216	274	27	2
221	274	27	1
226	274	27	1
231	274	27	2
238	274	27	1
239	274	27	1
254	274	27	1
182	275	27	2
185	275	27	1
205	275	27	3
212	275	27	1
213	275	27	1
216	275	27	1
217	275	27	1
218	275	27	1
223	275	27	2
224	275	27	1
228	275	27	1
232	275	27	1
233	275	27	2
235	275	27	1
236	275	27	2
237	275	27	1
238	275	27	1
239	275	27	1
246	275	27	1
247	275	27	1
249	275	27	3
252	275	27	1
254	275	27	1
205	276	27	1
206	276	27	1
215	276	27	1
222	276	27	1
227	276	27	1
230	276	27	1
233	276	27	1
238	276	27	1
239	276	27	2
240	276	27	1
244	276	27	1
245	276	27	1
246	276	27	2
204	277	27	1
212	277	27	2
213	277	27	1
224	277	27	2
233	277	27	1
237	277	27	2
238	277	27	1
240	277	27	1
243	277	27	2
248	277	27	1
249	277	27	1
252	277	27	2
203	278	27	1
206	278	27	3
208	278	27	1
213	278	27	1
220	278	27	1
221	278	27	1
230	278	27	1
232	278	27	1
235	278	27	2
239	278	27	1
240	278	27	1
244	278	27	3
246	278	27	1
249	278	27	2
252	278	27	1
208	279	27	1
210	279	27	1
219	279	27	2
231	279	27	2
234	279	27	1
235	279	27	1
236	279	27	1
237	279	27	2
238	279	27	1
241	279	27	1
246	279	27	1
251	279	27	1
257	279	27	3
206	280	27	2
207	280	27	1
208	280	27	1
210	280	27	3
214	280	27	2
233	280	27	1
235	280	27	1
239	280	27	2
243	280	27	1
252	280	27	2
207	281	27	1
209	281	27	1
214	281	27	1
217	281	27	2
229	281	27	1
231	281	27	1
234	281	27	1
235	281	27	1
236	281	27	3
237	281	27	1
244	281	27	1
245	281	27	2
248	281	27	1
251	281	27	1
252	281	27	1
254	281	27	1
256	281	27	1
205	282	27	2
212	282	27	1
214	282	27	1
215	282	27	1
217	282	27	1
227	282	27	1
229	282	27	2
240	282	27	3
242	282	27	1
243	282	27	1
246	282	27	2
252	282	27	1
253	282	27	2
254	282	27	1
206	283	27	1
208	283	27	1
209	283	27	1
221	283	27	1
234	283	27	2
236	283	27	1
240	283	27	1
242	283	27	2
243	283	27	1
245	283	27	1
251	283	27	5
205	284	27	1
206	284	27	1
208	284	27	2
210	284	27	1
213	284	27	1
236	284	27	2
243	284	27	3
249	284	27	1
251	284	27	1
255	284	27	1
199	285	27	1
200	285	27	1
204	285	27	1
206	285	27	2
210	285	27	1
211	285	27	1
219	285	27	1
223	285	27	1
228	285	27	2
234	285	27	1
235	285	27	1
238	285	27	3
240	285	27	2
241	285	27	1
245	285	27	1
247	285	27	1
253	285	27	1
255	285	27	1
206	286	27	1
208	286	27	1
211	286	27	1
212	286	27	1
214	286	27	1
216	286	27	1
218	286	27	1
222	286	27	2
224	286	27	1
226	286	27	1
232	286	27	1
239	286	27	2
240	286	27	2
244	286	27	1
245	286	27	2
246	286	27	1
248	286	27	1
249	286	27	2
252	286	27	1
258	286	27	1
222	287	27	1
227	287	27	1
228	287	27	1
231	287	27	2
236	287	27	2
