x	y	z	Interconversion of nucleotide di- and triphosphates
241	279	24	1
234	271	25	1
227	272	25	1
238	273	25	1
235	274	25	1
236	275	25	1
233	279	25	1
233	280	25	1
248	280	25	2
231	281	25	1
234	281	25	1
237	281	25	1
249	281	25	1
247	282	25	2
232	283	25	1
246	283	25	1
236	284	25	2
245	284	25	1
252	284	25	1
238	290	25	2
243	290	25	1
249	290	25	1
238	291	25	1
243	294	25	1
244	294	25	1
240	298	25	1
241	299	25	1
239	300	25	1
239	302	25	1
232	265	26	1
241	267	26	1
235	268	26	1
227	270	26	1
234	270	26	1
236	270	26	1
235	271	26	1
239	273	26	1
249	273	26	1
245	275	26	1
215	276	26	1
234	276	26	3
237	276	26	1
210	277	26	1
232	277	26	1
234	277	26	1
246	279	26	1
240	280	26	1
241	280	26	1
231	281	26	1
236	281	26	1
239	281	26	1
244	281	26	1
250	281	26	1
208	282	26	1
238	282	26	1
242	282	26	1
254	283	26	1
214	284	26	1
234	284	26	1
252	284	26	1
247	285	26	1
250	285	26	1
254	285	26	1
237	286	26	1
254	286	26	1
223	287	26	1
224	287	26	1
237	290	26	1
238	290	26	1
250	290	26	1
232	291	26	1
237	291	26	1
244	291	26	1
250	291	26	1
237	293	26	1
247	293	26	1
241	294	26	1
245	294	26	1
243	295	26	1
246	297	26	1
240	298	26	1
241	300	26	1
184	258	27	1
232	258	27	2
235	260	27	1
183	261	27	1
227	261	27	1
236	261	27	1
239	261	27	1
225	263	27	1
233	263	27	1
244	263	27	1
230	264	27	2
233	265	27	1
236	265	27	1
215	266	27	1
234	266	27	1
232	267	27	1
197	268	27	1
237	268	27	1
243	268	27	1
218	269	27	1
234	269	27	1
241	269	27	1
197	270	27	1
233	270	27	1
237	270	27	1
250	270	27	1
180	271	27	1
250	271	27	1
237	272	27	1
183	273	27	2
234	273	27	1
238	273	27	1
239	273	27	1
212	274	27	1
228	274	27	1
230	274	27	1
184	275	27	1
238	275	27	1
240	275	27	1
244	275	27	1
239	276	27	1
250	276	27	1
205	277	27	1
215	277	27	1
238	277	27	1
221	278	27	1
225	278	27	1
250	278	27	1
238	279	27	1
214	280	27	1
250	280	27	1
237	281	27	1
240	281	27	1
245	281	27	1
251	281	27	1
213	282	27	1
227	282	27	1
249	282	27	1
253	282	27	1
232	283	27	1
245	283	27	1
251	283	27	1
206	284	27	1
230	284	27	1
200	285	27	1
224	285	27	1
242	285	27	1
246	285	27	2
250	285	27	1
226	286	27	1
247	286	27	1
255	286	27	1
214	287	27	1
221	287	27	1
222	287	27	1
231	287	27	1
234	287	27	1
248	287	27	1
204	288	27	1
225	288	27	1
240	288	27	1
244	288	27	1
203	289	27	1
210	289	27	1
230	289	27	1
239	289	27	1
248	289	27	1
252	289	27	2
227	290	27	1
244	290	27	1
246	290	27	1
247	290	27	1
224	291	27	1
230	291	27	1
243	291	27	1
222	292	27	1
227	292	27	1
251	292	27	1
221	293	27	1
223	293	27	1
238	293	27	1
243	293	27	1
238	294	27	1
219	295	27	1
241	295	27	1
211	296	27	1
247	296	27	1
249	296	27	1
252	296	27	1
240	297	27	1
242	297	27	1
249	299	27	1
238	300	27	1
241	301	27	1
235	302	27	1
236	302	27	1
235	304	27	1
234	266	28	2
231	267	28	1
237	268	28	1
238	270	28	1
238	276	28	1
237	277	28	1
237	279	28	2
251	280	28	1
234	282	28	1
239	285	28	1
248	285	28	1
253	289	28	1
249	291	28	1
250	291	28	1
247	292	28	1
250	294	28	1
241	295	28	1
233	256	29	1
239	265	29	1
193	267	29	1
234	267	29	1
235	267	29	1
236	268	29	1
204	269	29	1
234	269	29	1
235	269	29	1
237	269	29	2
248	269	29	1
249	269	29	1
175	270	29	1
178	270	29	1
231	270	29	1
238	270	29	1
204	271	29	1
229	271	29	1
233	272	29	1
239	272	29	1
207	273	29	1
180	274	29	1
239	274	29	1
235	275	29	1
234	276	29	1
249	276	29	1
236	277	29	1
206	279	29	1
236	280	29	1
241	281	29	1
250	281	29	1
251	281	29	1
242	282	29	1
251	282	29	2
209	283	29	1
234	283	29	1
238	283	29	1
220	284	29	1
232	284	29	1
233	285	29	1
244	285	29	1
233	287	29	1
236	288	29	1
222	290	29	1
230	290	29	1
247	290	29	1
222	292	29	1
241	292	29	1
243	292	29	1
245	292	29	2
250	292	29	1
222	293	29	1
224	293	29	1
224	294	29	1
244	295	29	1
246	297	29	1
224	298	29	1
226	300	29	1
235	300	29	1
229	250	30	1
235	254	30	1
204	256	30	1
233	256	30	1
190	257	30	1
215	257	30	1
181	258	30	1
220	259	30	1
230	259	30	1
190	260	30	1
206	260	30	1
212	260	30	1
216	260	30	1
199	261	30	1
218	261	30	1
227	261	30	1
178	262	30	1
233	262	30	1
251	262	30	1
188	263	30	1
218	263	30	1
232	263	30	1
249	263	30	1
188	264	30	1
236	264	30	1
191	265	30	1
213	265	30	1
219	265	30	1
224	265	30	1
246	265	30	1
247	265	30	1
189	266	30	1
211	266	30	1
202	267	30	1
225	267	30	1
228	267	30	1
231	267	30	1
244	267	30	1
190	268	30	1
180	269	30	2
193	269	30	1
237	269	30	1
184	270	30	1
244	270	30	1
250	270	30	1
185	271	30	1
216	271	30	1
234	271	30	1
182	272	30	1
235	272	30	1
239	272	30	1
210	273	30	1
239	273	30	1
237	275	30	1
205	276	30	1
249	276	30	1
239	277	30	1
247	277	30	1
206	278	30	1
239	278	30	1
247	279	30	1
248	279	30	1
178	280	30	1
232	280	30	1
251	280	30	1
254	280	30	1
218	281	30	1
187	282	30	1
220	282	30	1
235	282	30	1
236	282	30	1
240	282	30	1
242	283	30	1
251	283	30	1
254	283	30	1
220	284	30	1
223	285	30	1
246	285	30	1
219	286	30	1
223	286	30	1
224	286	30	1
230	286	30	1
236	286	30	1
250	286	30	1
228	287	30	1
199	288	30	1
229	288	30	1
199	289	30	1
248	289	30	1
222	290	30	1
241	290	30	1
246	290	30	1
250	290	30	1
229	291	30	1
241	291	30	1
194	292	30	1
230	292	30	1
237	292	30	1
241	292	30	1
245	292	30	1
239	293	30	1
229	294	30	1
240	294	30	1
218	295	30	1
252	295	30	1
255	295	30	1
253	296	30	1
221	297	30	1
240	298	30	1
216	299	30	2
218	299	30	1
223	300	30	1
225	300	30	1
230	300	30	1
236	300	30	1
238	301	30	1
242	301	30	1
246	301	30	1
249	301	30	1
229	302	30	1
238	303	30	1
240	303	30	1
241	303	30	1
233	304	30	1
235	304	30	1
226	249	31	1
195	255	31	1
237	255	31	2
233	256	31	1
214	257	31	1
230	259	31	1
232	259	31	2
220	260	31	1
184	261	31	1
245	261	31	1
226	262	31	1
230	262	31	1
235	262	31	1
249	262	31	1
217	263	31	1
220	263	31	1
190	264	31	1
234	264	31	1
238	264	31	1
239	264	31	1
205	265	31	2
232	265	31	1
234	265	31	1
246	265	31	1
186	266	31	1
187	266	31	1
182	267	31	1
183	267	31	1
197	267	31	1
233	267	31	1
238	267	31	1
246	267	31	1
247	267	31	1
184	268	31	2
191	269	31	1
201	269	31	1
247	269	31	1
216	270	31	1
217	270	31	1
240	270	31	1
244	270	31	1
171	271	31	1
174	271	31	1
204	271	31	1
209	271	31	1
224	271	31	1
249	271	31	1
185	272	31	1
199	272	31	1
208	272	31	1
230	272	31	1
234	272	31	1
239	272	31	1
240	272	31	1
184	273	31	1
235	273	31	1
229	274	31	1
236	274	31	1
201	275	31	1
236	275	31	1
237	275	31	1
244	275	31	1
250	275	31	1
244	276	31	1
204	277	31	1
209	277	31	1
203	278	31	1
246	278	31	1
238	279	31	1
242	279	31	1
244	279	31	1
247	279	31	1
253	279	31	1
181	280	31	1
219	280	31	1
235	280	31	1
181	281	31	1
210	281	31	1
237	281	31	1
248	281	31	1
254	281	31	1
238	282	31	1
179	284	31	1
231	284	31	1
237	284	31	1
177	285	31	1
226	285	31	1
245	285	31	1
225	286	31	1
227	286	31	1
246	286	31	1
219	287	31	1
220	287	31	1
230	287	31	1
236	287	31	3
221	288	31	1
226	288	31	1
228	288	31	1
251	288	31	1
253	288	31	1
222	289	31	1
242	289	31	1
252	289	31	1
221	290	31	1
222	290	31	1
223	291	31	1
254	291	31	1
253	292	31	1
256	292	31	1
232	293	31	2
235	293	31	1
243	294	31	1
223	295	31	1
228	295	31	1
242	295	31	1
222	296	31	1
221	297	31	1
243	297	31	1
226	298	31	1
252	298	31	1
245	299	31	1
216	301	31	1
228	301	31	1
230	301	31	1
243	301	31	1
223	302	31	1
242	302	31	1
223	303	31	1
239	303	31	1
241	303	31	2
245	303	31	1
223	305	31	1
240	305	31	1
229	251	32	1
217	252	32	1
223	253	32	1
237	253	32	1
227	254	32	2
188	255	32	1
214	255	32	1
236	255	32	1
209	257	32	1
219	257	32	1
228	257	32	1
232	257	32	1
229	259	32	1
237	259	32	2
244	259	32	1
211	260	32	1
236	260	32	1
242	260	32	1
248	260	32	1
246	261	32	1
216	262	32	1
218	262	32	1
221	262.666666666667	33	1
236	262	32	1
246	262	32	1
212	263	32	1
216	263	32	2
218	263	32	1
225	263	32	1
241	263	32	1
194	264	32	1
232	264	32	1
186	265	32	1
239	265	32	1
251	265	32	1
197	266	32	1
217	266	32	1
194	267	32	1
209	267	32	1
211	267	32	1
222	267	32	1
216	268	32	1
231	268	32	1
181	269	32	1
184	269	32	1
196	269	32	2
173	270	32	1
206	270	32	1
180	271	32	2
184	271	32	1
186	271	32	1
216	271	32	1
201	272	32	1
226	272	32	1
240	272	32	1
246	272	32	1
211	273	32	1
215	273	32	2
242	273	32	1
184	276	32	2
205	276	32	1
228	276	32	1
235	276	32	1
236	277	32	1
237	277	32	1
247	277	32	1
243	278	32	1
246	278	32	1
248	278	32	1
175	279	32	1
223	279	32	1
246	279	32	1
176	280	32	1
189	280	32	1
208	280	32	1
219	280	32	1
222	280	32	1
241	280	32	1
245	280	32	1
248	280	32	1
175	282	32	1
188	282	32	1
181	283	32	2
236	284	32	1
241	284	32	1
257	284	32	1
221	285	32	1
222	285	32	1
234	285	32	1
236	285	32	1
250	285	32	1
174	286	32	1
223	286	32	1
236	286	32	1
220	287	32	1
238	287	32	1
240	287	32	1
244	287	32	1
222	288	32	1
226	288	32	1
185	289	32	1
231	289	32	2
238	289	32	1
185	290	32	1
224	290	32	1
231	290	32	2
235	290	32	1
234	292	32	1
198	293	32	1
207	293	32	1
222	293	32	1
236	293	32	1
238	293	32	1
223	294	32	1
230	295	33	1
218	295	32	1
226	295	32	1
230	295	32	1
232	295	32	1
220	296	32	1
229	297	32	1
236	297	32	2
254	297	32	1
223	298	32	1
227	298	32	1
196	299	32	1
196	300	32	1
235	300	32	1
236	300	32	1
248	300	32	1
196	301	32	1
241	301	32	1
222	303	32	1
223	303	32	1
234	303	32	1
239	303	32	1
220	304	32	1
225	304	32	1
236	304	32	1
222	306	32	1
234	307	32	1
224	309	32	2
227	309	32	1
228	309	32	1
231	310	32	1
223	252	33	1
229	253	33	1
230	254	33	1
241	254	33	1
231	255	33	1
221	256	33	1
227	256	33	1
230	256	33	1
222	257	33	1
235	257	33	1
237	257	33	1
218	258	33	1
231	258	33	1
242	258	33	1
220	259	33	1
212	260	33	1
213	260	33	1
220	260	33	1
209	261	33	1
238	261	33	1
240	261	33	1
242	261	33	1
191	262	33	1
214	262	33	1
233	262	33	1
236	262	33	1
239	262	33	1
249	262	33	1
240	263	33	1
243	263	33	1
187	264	33	1
191	264	33	1
229	264	33	1
192	265	33	1
211	265	33	1
223	265	33	1
224	265	33	1
187	266	33	1
194	266	33	1
237	266	33	1
196	267	33	1
209	267	33	1
210	267	33	1
219	267	33	1
220	267	33	1
226	267	33	1
235	267	33	1
240	267	33	1
253	267	33	1
191	268	33	2
193	268	33	1
206	268	33	1
211	268	33	1
212	268	33	1
216	268	33	2
220	268	33	1
204	269	33	1
234	269	33	1
194	270	33	1
209	270	33	1
212	270	33	1
213	270	33	1
214	270	33	1
244	270	33	1
186	271	33	1
247	271	33	1
248	271	33	1
175	272	33	1
186	272	33	1
203	272	33	1
238	272	33	1
240	272	33	2
204	273	33	1
217	273	33	1
247	273	33	1
248	273	33	1
181	274	33	1
186	274	33	1
243	274	33	1
202	275	33	1
207	275	33	1
244	275	33	1
215	276	33	1
232	276	33	1
224	277	33	1
238	277	33	1
246	277	33	1
239	278	33	1
222	279	33	1
244	279	33	1
175	280	33	1
220	280	33	1
229	280	33	1
241	280	33	1
175	281	33	1
186	281	33	1
204	281	33	1
207	281	33	1
208	281	33	1
217	281	33	1
221	281	33	1
232	281	33	1
245	281	33	1
247	281	33	1
178	282	33	1
209	282	33	2
226	282	33	1
244	282	33	1
245	282	33	1
247	282	33	1
252	282	33	1
247	283	33	1
253	283	33	1
176	284	33	1
220	284	33	1
242	284	33	1
254	284	33	1
234	285	33	1
238	286	33	1
239	286	33	1
220	287	33	1
224	287	33	2
233	287	33	1
245	287	33	1
196	288	33	1
202	288	33	1
239	288	33	1
200	289	33	1
205	289	33	1
237	289	33	1
244	289	33	1
247	289	33	1
187	290	33	1
234	290	33	1
197	291	33	1
234	291	33	1
247	292	33	1
248	292	33	1
239	293	33	1
246	293	33	1
199	294	33	1
245	295	33	1
246	295	33	1
254	295	33	1
225	296	33	1
224	297	33	1
231	298	33	1
234	298	33	1
238	298	33	1
248	298	33	1
231	300	33	1
225	301	33	1
239	301	33	1
245	301	33	1
243	302	33	1
230	304	33	1
236	304	33	1
237	304	33	1
207	305	33	1
237	306	33	1
224	307	33	1
229	308	33	1
217	310	33	2
235	311	33	1
225	312	33	1
226	312	33	1
228	312	33	2
223	313	33	1
234	313	33	1
235	314	33	1
230	315	33	1
216	253	34	1
235	254	34	1
225	256	34	1
227	256	34	1
232	256	34	1
217	257	34	1
219	257	34	2
235	257	34	1
200	258	34	1
217	258	34	1
225	258	34	1
228	258	34	1
216	259	34	1
218	259	34	1
233	259	34	1
211	260	34	1
212	260	34	1
224	260	34	1
230	260	34	1
237	260	34	1
217	261	34	2
223	261	34	1
229	261	34	1
190	262	34	2
192	262	34	1
193	262	34	1
234	262	34	1
233	263	34	1
235	263	34	1
240	263	34	1
249	263	34	1
250	263	34	1
189	264	34	1
193	264	34	1
209	264	34	1
226	264	34	1
232	264	34	1
233	264	34	1
235	264	34	1
189	265	34	1
194	265	34	1
220	265	34	1
221	265	34	1
231	265	34	2
194	266	34	1
211	266	34	1
233	266	34	1
244	266	34	1
186	267	34	1
232	267	34	1
194	268	34	1
222	268	34	1
233	268	34	1
250	268	34	1
251	268	34	1
252	268	34	1
196	269	34	1
236	269	34	1
228	270	34	1
244	270	34	1
185	271	34	1
188	271	34	1
215	271	34	1
220	271	34	2
182	272	34	1
203	272	34	1
207	272	34	1
214	272	34	1
226	272	34	1
239	272	34	1
203	273	34	1
230	273	34	1
211	274	34	1
213	274	34	2
216	274	34	1
214	275	34	1
219	275	34	1
240	275	34	1
186	277	34	1
208	277	34	1
188	278	34	1
210	278	34	1
174	279	34	1
175	279	34	1
179	279	34	1
208	279	34	1
209	279	34	1
242	279	34	1
249	279	34	1
178	280	34	1
242	280	34	1
175	281	34	1
209	281	34	1
230	281	34	1
233	281	34	1
250	281	34	1
187	282	34	2
189	282	34	1
234	282	34	1
219	283	34	1
251	283	34	1
177	284	34	1
212	284	34	2
219	284	34	2
248	284	34	1
202	285	34	1
226	285	34	1
231	285	34	1
218	286	34	1
190	287	34	1
219	287	34	2
222	287	34	1
236	287	34	2
190	288	34	1
201	288	34	1
203	288	34	1
248	288	34	1
176	290	34	1
197	290	34	1
232	290	34	1
240	290	34	1
247	290	34	1
199	291	34	1
202	291	34	1
203	291	34	2
248	291	34	2
249	291	34	1
187	292	34	1
198	292	34	1
203	292	34	1
244	292	34	1
201	293	34	1
182	294	34	1
242	294	34	1
218	295	34	1
231	295	34	1
240	295	34	1
184	296	34	1
202	296	34	1
225	296	34	1
242	296	34	1
196	297	34	1
221	297	34	1
231	297	34	1
233	298	34	1
197	299	34	1
224	299	34	2
247	299	34	1
240	301	34	1
241	301	34	1
229	303	34	1
226	304	34	1
243	304	34	1
199	305	34	1
204	305	34	1
235	305	34	1
240	305	34	2
230	306	34	1
242	306	34	1
230	310	34	1
231	310	34	1
234	310	34	1
236	310	34	1
222	311	34	1
225	312	34	1
228	314	34	1
233	315	34	2
233	317	34	1
223	252	35	1
225	254	35	1
240	254	35	1
209	255	35	1
240	257	35	1
222	258	35	1
237	258	35	1
227	259	35	3
228	259	35	1
242	259	35	1
210	260	35	1
225	260	35	2
227	260	35	1
194	261	35	1
216	261	35	1
193	262	35	1
210	262	35	1
231	262	35	1
188	263	35	1
205	263	35	1
211	263	35	1
212	263	35	1
213	263	35	1
248	263	35	1
217	264	35	1
219	264	35	1
243	264	35	1
205	265	35	1
208	265	35	1
231	265	35	1
241	265	35	1
186	266	35	1
192	266	35	1
206	266	35	1
220	266	35	1
223	266	35	1
185	267	35	1
195	267	35	1
220	267	35	1
222	267	35	1
243	267	35	1
248	267	35	1
250	267	35	1
194	268	35	1
216	268	35	1
223	268	35	1
238	268	35	1
176	269	35	1
181	269	35	1
222	269	35	1
239	269	35	1
240	269	35	1
190	270	35	1
207	270	35	1
243	270	35	1
244	270	35	1
245	270	35	1
250	270	35	1
179	271	35	1
192	271	35	1
206	271	35	1
234	271	35	1
247	271	35	1
249	271	35	1
210	272	35	1
211	272	35	1
235	273	35	1
170	274	35	1
182	274	35	1
183	274	35	1
187	274	35	1
210	274	35	1
212	274	35	2
218	274	35	1
237	275	35	2
245	275	35	1
187	276	35	1
188	276	35	1
211	276	35	1
230	276	35	1
208	277	35	1
204	278	35	1
221	278	35	1
177	279	35	1
192	279	35	1
211	279	35	2
238	279	35	1
241	279	35	1
245	279	35	1
177	280	35	1
224	281	35	1
234	281	35	1
235	281	35	1
244	281	35	1
187	282	35	1
207	282	35	1
213	282	35	1
