x	y	z	Interconversion of nucleotide di- and triphosphates
216.157603775171	275.673637444315	34.5586340221659	1
240	286	21	1
248	286	24	1
239	287	24	1
243	288	24	1
245	288	24	3
249	289	24	1
238	272	25	1
237	275	25	1
235	276	25	1
236	276	25	1
231	277	25	1
232	277	25	1
236	277	25	1
231	278	25	1
232	278	25	1
233	278	25	1
239	278	25	1
231	279	25	1
233	279	25	1
249	279	25	2
232	280	25	1
233	280	25	1
236	280	25	1
237	281	25	1
240	281	25	2
249	281	25	1
231	282	25	1
238	282	25	1
234	283	25	1
239	283	25	1
247	283	25	1
237	284	25	1
245	284	25	1
236	285	25	1
252	285	25	1
232	286	25	1
235	286	25	1
240	286	25	1
241	286	25	1
243	286	25	1
245	286	25	2
254	286	25	1
235	288	25	1
226	289	25	1
241	289	25	1
234	290	25	1
237	290	25	1
234	291	25	1
246	291	25	1
235	292	25	1
239	292	25	1
242	292	25	1
250	292	25	1
239	293	25	1
244	293	25	3
246	293	25	1
240	295	25	1
245	295	25	1
246	296	25	1
247	296	25	1
234	267	26	1
228	269	26	2
236	269	26	1
228	270	26	1
235	270	26	1
238	270	26	1
240	270	26	1
215	272	26	1
230	272	26	1
248	273	26	1
232	275	26	2
237	275	26	2
233	276	26	1
235	276	26	1
238	276	26	1
247	277	26	1
232	278	26	1
233	278	26	2
249	278	26	1
231	279	26	1
232	279	26	1
241	279	26	2
246	279	26	1
249	279	26	1
232	280	26	1
236	280	26	1
238	280	26	1
242	280	26	1
217	281	26	1
244	281	26	1
215	282	26	1
229	282	26	1
231	282	26	1
245	282	26	1
234	283	26	1
243	283	26	1
215	284	26	1
233	284	26	1
245	284	26	1
240	285	26	1
252	285	26	1
233	286	26	1
236	286	26	1
237	286	26	1
241	286	26	2
243	286	26	1
247	286	26	2
249	286	26	1
224	287	26	1
234	287	26	1
236	287	26	2
237	287	26	1
251	287	26	1
240	288	26	1
241	288	26	1
245	288	26	2
253	288	26	1
236	289	26	1
227	290	26	1
228	290	26	1
238	290	26	1
229	291	26	1
237	291	26	1
238	291	26	1
240	291	26	1
244	291	26	1
246	291	26	1
237	292	26	1
240	292	26	1
245	292	26	1
236	293	26	1
244	294	26	2
221	295	26	1
239	295	26	1
254	295	26	1
237	297	26	1
242	298	26	1
239	299	26	1
225	300	26	1
183	257	27	2
183	258	27	1
188	259	27	1
181	260	27	1
184	260	27	1
226	260	27	1
234	260	27	1
187	261	27	1
234	261	27	3
186	262	27	1
227	262	27	1
238	262	27	2
184	263	27	1
227	263	27	1
231	263	27	1
232	263	27	1
235	263	27	1
239	263	27	1
222	264	27	1
225	264	27	1
228	264	27	1
234	264	27	2
239	264	27	1
236	265	27	1
215	266	27	1
227	266	27	1
230	266	27	1
231	266	27	1
234	266	27	1
179	267	27	2
231	267	27	1
239	267	27	2
197	268	27	2
214	268	27	1
215	268	27	1
234	268	27	1
235	268	27	1
236	268	27	1
180	269	27	1
218	269	27	1
225	269	27	1
228	269	27	1
239	269	27	1
240	269	27	1
252	269	27	1
181	270	27	1
207	270	27	2
217	270	27	1
218	270	27	1
226	270	27	1
227	270	27	1
232	270	27	1
236	270	27	1
244	270	27	1
250	270	27	1
177	271	27	1
181	271	27	2
211	271	27	1
215	271	27	1
228	271	27	1
231	271	27	1
232	271	27	1
247	271	27	2
248	271	27	1
249	271	27	2
205	272	27	1
223	272	27	2
227	272	27	1
229	272	27	1
232	272	27	1
235	272	27	2
237	272	27	1
240	272	27	2
241	272	27	2
250	272	27	1
251	272	27	1
210	273	27	1
215	273	27	1
227	273	27	1
231	273	27	1
235	273	27	1
248	273	27	2
253	273	27	1
177	274	27	1
204	274	27	1
