x	y	z	RIP-mediated NFkB activation via ZBP1
223	307	39	2
224	307	39	2
225	307	39	3
232	307	39	1
241	307	39	1
194	308	39	3
220	308	39	2
225	308	39	1
226	308	39	1
229	308	39	1
240	308	39	1
242	308	39	1
243	308	39	2
212	309	39	1
218	309	39	1
220	309	39	1
223	309	39	2
224	309	39	1
226	309	39	2
232	309	39	1
234	309	39	2
239	309	39	1
242	309	39	1
195	310	39	2
217	310	39	1
219	310	39	1
220	310	39	1
221	310	39	2
223	310	39	1
234	310	39	1
206	311	39	1
218	311	39	1
220	311	39	2
229	311	39	3
235	311	39	1
246	311	39	3
217	312	39	1
218	312	39	2
222	312	39	1
229	312	39	1
239	312	39	1
242	312	39	1
244	312	39	1
217	313	39	2
219	313	39	1
225	313	39	2
227	313	39	1
230	313	39	1
235	313	39	2
238	313	39	1
240	313	39	1
242	313	39	1
227	314	39	1
228	314	39	1
229	314	39	1
236	314	39	1
237	314	39	1
219	315	39	1
229	315	39	1
230	315	39	3
243	315	39	1
245	315	39	1
225	316	39	1
236	316	39	1
238	316	39	1
239	316	39	3
241	316	39	1
244	316	39	2
225	317	39	1
236	317	39	1
240	317	39	1
242	317	39	1
243	318	39	1
229	320	39	2
234	320	39	1
215	321	39	1
230	321	39	1
234	321	39	1
233	322	39	1
234	323	39	2
211	324	39	1
212	324	39	1
212	327	39	1
197	328	39	1
193	281	40	1
192	283	40	1
197	283	40	1
237	283	40	1
197	284	40	1
194	285	40	1
206	288	40	1
211	288	40	1
193	290	40	2
191	291	40	1
192	291	40	1
196	291	40	1
206	291	40	2
193	292	40	1
199	292	40	3
227	292	40	2
235	292	40	1
242	292	40	1
192	293	40	2
194	293	40	1
204	293	40	1
213	293	40	1
223	293	40	1
207	294	40	1
209	294	40	1
225	294	40	1
200	296	40	1
205	296	40	1
215	296	40	1
236	296	40	2
207	297	40	1
215	297	40	1
221	297	40	1
229	297	40	1
236	297	40	1
231	298	40	2
199	299	40	1
222	299	40	1
224	299	40	1
229	299	40	2
242	299	40	1
225	300	40	1
227	300	40	1
229	301	40	1
230	301	40	1
236	301	40	3
237	301	40	1
228	303	40	1
241	303	40	1
229	304	40	1
229	305	40	1
231	305	40	1
232	305	40	1
212	306	40	1
213	306	40	1
224	306	40	2
226	306	40	2
228	306	40	2
239	306	40	2
241	306	40	1
192	307	40	1
202	307	40	1
227	307	40	1
234	307	40	1
238	307	40	1
240	307	40	1
241	307	40	1
240	308	40	2
220	309	40	1
226	309	40	1
217	310	40	1
221	310	40	1
222	310	40	1
224	310	40	1
225	310	40	1
241	310	40	1
196	311	40	1
217	311	40	1
231	311	40	1
235	311	40	2
216	312	40	1
218	312	40	1
219	312	40	1
221	312	40	1
241	312	40	1
215	313	40	1
218	313	40	1
219	313	40	2
220	313	40	1
223	313	40	1
234	313	40	2
236	313	40	1
238	313	40	1
240	313	40	1
215	314	40	1
217	314	40	1
243	314	40	1
219	315	40	2
229	315	40	2
230	315	40	1
238	315	40	1
240	315	40	1
241	315	40	1
245	315	40	1
217	316	40	2
221	316	40	1
237	316	40	1
238	316	40	1
242	316	40	1
219	317	40	1
242	317	40	1
238	318	40	1
241	318	40	1
238	319	40	1
240	319	40	1
242	319	40	1
243	319	40	2
230	320	40	1
230	322	40	1
228	323	40	1
230	323	40	1
197	282	41	1
217	292	41	1
226	292	41	1
195	294	41	2
217	294	41	1
213	297	41	1
214	298	41	1
234	301	41	2
229	302	41	1
222	303	41	1
224	305	41	1
223	306	41	1
227	306	41	1
219	307	41	1
223	307	41	1
222	308	41	1
224	308	41	1
226	308	41	1
223	309	41	1
239	309	41	1
240	309	41	1
222	310	41	1
231	310	41	1
220	311	41	1
222	311	41	1
217	312	41	1
234	312	41	1
219	313	41	1
239	313	41	1
241	313	41	1
244	313	41	1
221	314	41	1
239	314	41	1
242	314	41	1
249	314	41	1
230	315	41	1
221	316	41	1
243	316	41	2
218	317	41	1
218	318	41	1
229	318	41	1
245	318	41	1
246	318	41	2
230	319	41	1
231	320	41	2
240	320	41	1
240	321	41	1
214	326	41	2
215	297	42	1
228	299	42	1
231	300	42	1
221	302	42	1
223	302	42	1
220	304	42	3
220	306	42	1
223	306	42	1
231	306	42	1
226	307	42	1
223	308	42	1
227	308	42	1
224	309	42	3
235	309	42	1
236	309	42	2
242	309	42	1
241	310	42	1
238	311	42	1
239	311	42	1
240	311	42	1
242	311	42	1
214	312	42	1
218	312	42	1
221	312	42	1
223	312	42	1
244	312	42	1
226	313	42	1
244	313	42	1
204	315	42	1
217	315	42	1
219	315	42	1
220	315	42	1
226	315	42	1
241	315	42	1
220	316	42	1
238	316	42	1
220	318	42	1
231	318	42	1
246	318	42	1
247	318	42	1
226	319	42	1
227	319	42	1
230	319	42	1
241	319	42	1
218	321	42	1
224	321	42	1
230	321	42	2
227	304	43	1
228	305	43	1
217	310	43	2
222	310	43	2
234	310	43	1
225	311	43	1
236	311	43	1
219	312	43	1
236	313	43	1
237	314	43	1
223	315	43	1
238	315	43	2
204	316	43	2
241	316	43	1
217	319	43	1
242	319	43	1
244	319	43	1
226	322	43	1
219	306	44	1
223	308	44	1
225	311	44	1
235	311	44	1
223	312	44	1
223	313	44	1
241	314	44	1
204	316	44	2
238	317	44	1
230	318	44	3
243	318	44	1
231	320	44	1
224	322	44	1
216	316	45	2
